Consumption (kwh), Start, End
0.379000, 2025-11-22T09:00:00+00:00, 2025-11-22T09:30:00+00:00
0.383000, 2025-11-22T09:30:00+00:00, 2025-11-22T10:00:00+00:00
0.387000, 2025-11-22T10:00:00+00:00, 2025-11-22T10:30:00+00:00
0.390000, 2025-11-22T10:30:00+00:00, 2025-11-22T11:00:00+00:00
0.396000, 2025-11-22T11:00:00+00:00, 2025-11-22T11:30:00+00:00
0.405000, 2025-11-22T11:30:00+00:00, 2025-11-22T12:00:00+00:00
0.403000, 2025-11-22T12:00:00+00:00, 2025-11-22T12:30:00+00:00
0.395000, 2025-11-22T12:30:00+00:00, 2025-11-22T13:00:00+00:00
0.416000, 2025-11-22T13:00:00+00:00, 2025-11-22T13:30:00+00:00
0.399000, 2025-11-22T13:30:00+00:00, 2025-11-22T14:00:00+00:00
0.391000, 2025-11-22T14:00:00+00:00, 2025-11-22T14:30:00+00:00
0.413000, 2025-11-22T14:30:00+00:00, 2025-11-22T15:00:00+00:00
0.513000, 2025-11-22T15:00:00+00:00, 2025-11-22T15:30:00+00:00
0.406000, 2025-11-22T15:30:00+00:00, 2025-11-22T16:00:00+00:00
0.453000, 2025-11-22T16:00:00+00:00, 2025-11-22T16:30:00+00:00
0.498000, 2025-11-22T16:30:00+00:00, 2025-11-22T17:00:00+00:00
0.560000, 2025-11-22T17:00:00+00:00, 2025-11-22T17:30:00+00:00
0.738000, 2025-11-22T17:30:00+00:00, 2025-11-22T18:00:00+00:00
0.891000, 2025-11-22T18:00:00+00:00, 2025-11-22T18:30:00+00:00
0.932000, 2025-11-22T18:30:00+00:00, 2025-11-22T19:00:00+00:00
0.943000, 2025-11-22T19:00:00+00:00, 2025-11-22T19:30:00+00:00
0.936000, 2025-11-22T19:30:00+00:00, 2025-11-22T20:00:00+00:00
0.835000, 2025-11-22T20:00:00+00:00, 2025-11-22T20:30:00+00:00
0.855000, 2025-11-22T20:30:00+00:00, 2025-11-22T21:00:00+00:00
0.761000, 2025-11-22T21:00:00+00:00, 2025-11-22T21:30:00+00:00
0.872000, 2025-11-22T21:30:00+00:00, 2025-11-22T22:00:00+00:00
1.517000, 2025-11-22T22:00:00+00:00, 2025-11-22T22:30:00+00:00
1.001000, 2025-11-22T22:30:00+00:00, 2025-11-22T23:00:00+00:00
0.618000, 2025-11-22T23:00:00+00:00, 2025-11-22T23:30:00+00:00
1.079000, 2025-11-22T23:30:00+00:00, 2025-11-23T00:00:00+00:00
1.128000, 2025-11-23T00:00:00+00:00, 2025-11-23T00:30:00+00:00
0.724000, 2025-11-23T00:30:00+00:00, 2025-11-23T01:00:00+00:00
0.581000, 2025-11-23T01:00:00+00:00, 2025-11-23T01:30:00+00:00
1.169000, 2025-11-23T01:30:00+00:00, 2025-11-23T02:00:00+00:00
0.548000, 2025-11-23T02:00:00+00:00, 2025-11-23T02:30:00+00:00
0.458000, 2025-11-23T02:30:00+00:00, 2025-11-23T03:00:00+00:00
0.443000, 2025-11-23T03:00:00+00:00, 2025-11-23T03:30:00+00:00
0.449000, 2025-11-23T03:30:00+00:00, 2025-11-23T04:00:00+00:00
0.411000, 2025-11-23T04:00:00+00:00, 2025-11-23T04:30:00+00:00
0.390000, 2025-11-23T04:30:00+00:00, 2025-11-23T05:00:00+00:00
0.420000, 2025-11-23T05:00:00+00:00, 2025-11-23T05:30:00+00:00
0.391000, 2025-11-23T05:30:00+00:00, 2025-11-23T06:00:00+00:00
0.376000, 2025-11-23T06:00:00+00:00, 2025-11-23T06:30:00+00:00
0.411000, 2025-11-23T06:30:00+00:00, 2025-11-23T07:00:00+00:00
0.370000, 2025-11-23T07:00:00+00:00, 2025-11-23T07:30:00+00:00
0.329000, 2025-11-23T07:30:00+00:00, 2025-11-23T08:00:00+00:00
0.350000, 2025-11-23T08:00:00+00:00, 2025-11-23T08:30:00+00:00
0.353000, 2025-11-23T08:30:00+00:00, 2025-11-23T09:00:00+00:00
0.366000, 2025-11-23T09:00:00+00:00, 2025-11-23T09:30:00+00:00
0.423000, 2025-11-23T09:30:00+00:00, 2025-11-23T10:00:00+00:00
0.381000, 2025-11-23T10:00:00+00:00, 2025-11-23T10:30:00+00:00
0.372000, 2025-11-23T10:30:00+00:00, 2025-11-23T11:00:00+00:00
0.376000, 2025-11-23T11:00:00+00:00, 2025-11-23T11:30:00+00:00
0.406000, 2025-11-23T11:30:00+00:00, 2025-11-23T12:00:00+00:00
0.416000, 2025-11-23T12:00:00+00:00, 2025-11-23T12:30:00+00:00
0.468000, 2025-11-23T12:30:00+00:00, 2025-11-23T13:00:00+00:00
1.546000, 2025-11-23T13:00:00+00:00, 2025-11-23T13:30:00+00:00
1.559000, 2025-11-23T13:30:00+00:00, 2025-11-23T14:00:00+00:00
0.636000, 2025-11-23T14:00:00+00:00, 2025-11-23T14:30:00+00:00
0.585000, 2025-11-23T14:30:00+00:00, 2025-11-23T15:00:00+00:00
1.272000, 2025-11-23T15:00:00+00:00, 2025-11-23T15:30:00+00:00
0.770000, 2025-11-23T15:30:00+00:00, 2025-11-23T16:00:00+00:00
0.793000, 2025-11-23T16:00:00+00:00, 2025-11-23T16:30:00+00:00
0.884000, 2025-11-23T16:30:00+00:00, 2025-11-23T17:00:00+00:00
0.996000, 2025-11-23T17:00:00+00:00, 2025-11-23T17:30:00+00:00
1.240000, 2025-11-23T17:30:00+00:00, 2025-11-23T18:00:00+00:00
1.223000, 2025-11-23T18:00:00+00:00, 2025-11-23T18:30:00+00:00
1.345000, 2025-11-23T18:30:00+00:00, 2025-11-23T19:00:00+00:00
1.351000, 2025-11-23T19:00:00+00:00, 2025-11-23T19:30:00+00:00
1.119000, 2025-11-23T19:30:00+00:00, 2025-11-23T20:00:00+00:00
0.959000, 2025-11-23T20:00:00+00:00, 2025-11-23T20:30:00+00:00
2.971000, 2025-11-23T20:30:00+00:00, 2025-11-23T21:00:00+00:00
0.700000, 2025-11-23T21:00:00+00:00, 2025-11-23T21:30:00+00:00
0.648000, 2025-11-23T21:30:00+00:00, 2025-11-23T22:00:00+00:00
0.641000, 2025-11-23T22:00:00+00:00, 2025-11-23T22:30:00+00:00
2.338000, 2025-11-23T22:30:00+00:00, 2025-11-23T23:00:00+00:00
3.335000, 2025-11-23T23:00:00+00:00, 2025-11-23T23:30:00+00:00
4.213000, 2025-11-23T23:30:00+00:00, 2025-11-24T00:00:00+00:00
4.356000, 2025-11-24T00:00:00+00:00, 2025-11-24T00:30:00+00:00
4.032000, 2025-11-24T00:30:00+00:00, 2025-11-24T01:00:00+00:00
2.719000, 2025-11-24T01:00:00+00:00, 2025-11-24T01:30:00+00:00
3.406000, 2025-11-24T01:30:00+00:00, 2025-11-24T02:00:00+00:00
4.032000, 2025-11-24T02:00:00+00:00, 2025-11-24T02:30:00+00:00
3.783000, 2025-11-24T02:30:00+00:00, 2025-11-24T03:00:00+00:00
3.239000, 2025-11-24T03:00:00+00:00, 2025-11-24T03:30:00+00:00
2.310000, 2025-11-24T03:30:00+00:00, 2025-11-24T04:00:00+00:00
2.666000, 2025-11-24T04:00:00+00:00, 2025-11-24T04:30:00+00:00
2.497000, 2025-11-24T04:30:00+00:00, 2025-11-24T05:00:00+00:00
0.975000, 2025-11-24T05:00:00+00:00, 2025-11-24T05:30:00+00:00
0.588000, 2025-11-24T05:30:00+00:00, 2025-11-24T06:00:00+00:00
0.545000, 2025-11-24T06:00:00+00:00, 2025-11-24T06:30:00+00:00
0.419000, 2025-11-24T06:30:00+00:00, 2025-11-24T07:00:00+00:00
0.412000, 2025-11-24T07:00:00+00:00, 2025-11-24T07:30:00+00:00
0.452000, 2025-11-24T07:30:00+00:00, 2025-11-24T08:00:00+00:00
0.419000, 2025-11-24T08:00:00+00:00, 2025-11-24T08:30:00+00:00
0.716000, 2025-11-24T08:30:00+00:00, 2025-11-24T09:00:00+00:00
0.740000, 2025-11-24T09:00:00+00:00, 2025-11-24T09:30:00+00:00
0.521000, 2025-11-24T09:30:00+00:00, 2025-11-24T10:00:00+00:00
0.495000, 2025-11-24T10:00:00+00:00, 2025-11-24T10:30:00+00:00
0.512000, 2025-11-24T10:30:00+00:00, 2025-11-24T11:00:00+00:00
0.504000, 2025-11-24T11:00:00+00:00, 2025-11-24T11:30:00+00:00
0.547000, 2025-11-24T11:30:00+00:00, 2025-11-24T12:00:00+00:00
0.502000, 2025-11-24T12:00:00+00:00, 2025-11-24T12:30:00+00:00
0.461000, 2025-11-24T12:30:00+00:00, 2025-11-24T13:00:00+00:00
0.495000, 2025-11-24T13:00:00+00:00, 2025-11-24T13:30:00+00:00
0.526000, 2025-11-24T13:30:00+00:00, 2025-11-24T14:00:00+00:00
0.559000, 2025-11-24T14:00:00+00:00, 2025-11-24T14:30:00+00:00
0.534000, 2025-11-24T14:30:00+00:00, 2025-11-24T15:00:00+00:00
0.533000, 2025-11-24T15:00:00+00:00, 2025-11-24T15:30:00+00:00
0.535000, 2025-11-24T15:30:00+00:00, 2025-11-24T16:00:00+00:00
0.548000, 2025-11-24T16:00:00+00:00, 2025-11-24T16:30:00+00:00
0.544000, 2025-11-24T16:30:00+00:00, 2025-11-24T17:00:00+00:00
0.656000, 2025-11-24T17:00:00+00:00, 2025-11-24T17:30:00+00:00
0.672000, 2025-11-24T17:30:00+00:00, 2025-11-24T18:00:00+00:00
1.145000, 2025-11-24T18:00:00+00:00, 2025-11-24T18:30:00+00:00
0.845000, 2025-11-24T18:30:00+00:00, 2025-11-24T19:00:00+00:00
0.867000, 2025-11-24T19:00:00+00:00, 2025-11-24T19:30:00+00:00
0.602000, 2025-11-24T19:30:00+00:00, 2025-11-24T20:00:00+00:00
0.477000, 2025-11-24T20:00:00+00:00, 2025-11-24T20:30:00+00:00
0.512000, 2025-11-24T20:30:00+00:00, 2025-11-24T21:00:00+00:00
0.824000, 2025-11-24T21:00:00+00:00, 2025-11-24T21:30:00+00:00
0.638000, 2025-11-24T21:30:00+00:00, 2025-11-24T22:00:00+00:00
0.808000, 2025-11-24T22:00:00+00:00, 2025-11-24T22:30:00+00:00
0.761000, 2025-11-24T22:30:00+00:00, 2025-11-24T23:00:00+00:00
0.749000, 2025-11-24T23:00:00+00:00, 2025-11-24T23:30:00+00:00
0.816000, 2025-11-24T23:30:00+00:00, 2025-11-25T00:00:00+00:00
0.717000, 2025-11-25T00:00:00+00:00, 2025-11-25T00:30:00+00:00
0.698000, 2025-11-25T00:30:00+00:00, 2025-11-25T01:00:00+00:00
0.634000, 2025-11-25T01:00:00+00:00, 2025-11-25T01:30:00+00:00
0.625000, 2025-11-25T01:30:00+00:00, 2025-11-25T02:00:00+00:00
0.634000, 2025-11-25T02:00:00+00:00, 2025-11-25T02:30:00+00:00
0.676000, 2025-11-25T02:30:00+00:00, 2025-11-25T03:00:00+00:00
0.994000, 2025-11-25T03:00:00+00:00, 2025-11-25T03:30:00+00:00
0.839000, 2025-11-25T03:30:00+00:00, 2025-11-25T04:00:00+00:00
0.849000, 2025-11-25T04:00:00+00:00, 2025-11-25T04:30:00+00:00
0.558000, 2025-11-25T04:30:00+00:00, 2025-11-25T05:00:00+00:00
0.560000, 2025-11-25T05:00:00+00:00, 2025-11-25T05:30:00+00:00
0.493000, 2025-11-25T05:30:00+00:00, 2025-11-25T06:00:00+00:00
0.502000, 2025-11-25T06:00:00+00:00, 2025-11-25T06:30:00+00:00
0.509000, 2025-11-25T06:30:00+00:00, 2025-11-25T07:00:00+00:00
0.511000, 2025-11-25T07:00:00+00:00, 2025-11-25T07:30:00+00:00
0.515000, 2025-11-25T07:30:00+00:00, 2025-11-25T08:00:00+00:00
0.510000, 2025-11-25T08:00:00+00:00, 2025-11-25T08:30:00+00:00
0.858000, 2025-11-25T08:30:00+00:00, 2025-11-25T09:00:00+00:00
0.797000, 2025-11-25T09:00:00+00:00, 2025-11-25T09:30:00+00:00
0.479000, 2025-11-25T09:30:00+00:00, 2025-11-25T10:00:00+00:00
0.569000, 2025-11-25T10:00:00+00:00, 2025-11-25T10:30:00+00:00
0.551000, 2025-11-25T10:30:00+00:00, 2025-11-25T11:00:00+00:00
0.576000, 2025-11-25T11:00:00+00:00, 2025-11-25T11:30:00+00:00
0.600000, 2025-11-25T11:30:00+00:00, 2025-11-25T12:00:00+00:00
0.554000, 2025-11-25T12:00:00+00:00, 2025-11-25T12:30:00+00:00
0.514000, 2025-11-25T12:30:00+00:00, 2025-11-25T13:00:00+00:00
0.589000, 2025-11-25T13:00:00+00:00, 2025-11-25T13:30:00+00:00
0.588000, 2025-11-25T13:30:00+00:00, 2025-11-25T14:00:00+00:00
0.560000, 2025-11-25T14:00:00+00:00, 2025-11-25T14:30:00+00:00
0.573000, 2025-11-25T14:30:00+00:00, 2025-11-25T15:00:00+00:00
0.609000, 2025-11-25T15:00:00+00:00, 2025-11-25T15:30:00+00:00
0.757000, 2025-11-25T15:30:00+00:00, 2025-11-25T16:00:00+00:00
0.908000, 2025-11-25T16:00:00+00:00, 2025-11-25T16:30:00+00:00
0.961000, 2025-11-25T16:30:00+00:00, 2025-11-25T17:00:00+00:00
0.935000, 2025-11-25T17:00:00+00:00, 2025-11-25T17:30:00+00:00
0.936000, 2025-11-25T17:30:00+00:00, 2025-11-25T18:00:00+00:00
0.864000, 2025-11-25T18:00:00+00:00, 2025-11-25T18:30:00+00:00
0.837000, 2025-11-25T18:30:00+00:00, 2025-11-25T19:00:00+00:00
1.030000, 2025-11-25T19:00:00+00:00, 2025-11-25T19:30:00+00:00
0.569000, 2025-11-25T19:30:00+00:00, 2025-11-25T20:00:00+00:00
0.536000, 2025-11-25T20:00:00+00:00, 2025-11-25T20:30:00+00:00
0.528000, 2025-11-25T20:30:00+00:00, 2025-11-25T21:00:00+00:00
0.569000, 2025-11-25T21:00:00+00:00, 2025-11-25T21:30:00+00:00
0.529000, 2025-11-25T21:30:00+00:00, 2025-11-25T22:00:00+00:00
0.523000, 2025-11-25T22:00:00+00:00, 2025-11-25T22:30:00+00:00
0.537000, 2025-11-25T22:30:00+00:00, 2025-11-25T23:00:00+00:00
0.535000, 2025-11-25T23:00:00+00:00, 2025-11-25T23:30:00+00:00
0.371000, 2025-11-25T23:30:00+00:00, 2025-11-26T00:00:00+00:00
0.368000, 2025-11-26T00:00:00+00:00, 2025-11-26T00:30:00+00:00
0.617000, 2025-11-26T00:30:00+00:00, 2025-11-26T01:00:00+00:00
0.382000, 2025-11-26T01:00:00+00:00, 2025-11-26T01:30:00+00:00
0.376000, 2025-11-26T01:30:00+00:00, 2025-11-26T02:00:00+00:00
0.383000, 2025-11-26T02:00:00+00:00, 2025-11-26T02:30:00+00:00
0.370000, 2025-11-26T02:30:00+00:00, 2025-11-26T03:00:00+00:00
0.346000, 2025-11-26T03:00:00+00:00, 2025-11-26T03:30:00+00:00
0.349000, 2025-11-26T03:30:00+00:00, 2025-11-26T04:00:00+00:00
0.358000, 2025-11-26T04:00:00+00:00, 2025-11-26T04:30:00+00:00
0.342000, 2025-11-26T04:30:00+00:00, 2025-11-26T05:00:00+00:00
0.331000, 2025-11-26T05:00:00+00:00, 2025-11-26T05:30:00+00:00
0.341000, 2025-11-26T05:30:00+00:00, 2025-11-26T06:00:00+00:00
0.324000, 2025-11-26T06:00:00+00:00, 2025-11-26T06:30:00+00:00
0.334000, 2025-11-26T06:30:00+00:00, 2025-11-26T07:00:00+00:00
0.332000, 2025-11-26T07:00:00+00:00, 2025-11-26T07:30:00+00:00
0.339000, 2025-11-26T07:30:00+00:00, 2025-11-26T08:00:00+00:00
0.326000, 2025-11-26T08:00:00+00:00, 2025-11-26T08:30:00+00:00
0.748000, 2025-11-26T08:30:00+00:00, 2025-11-26T09:00:00+00:00
0.864000, 2025-11-26T09:00:00+00:00, 2025-11-26T09:30:00+00:00
0.552000, 2025-11-26T09:30:00+00:00, 2025-11-26T10:00:00+00:00
0.419000, 2025-11-26T10:00:00+00:00, 2025-11-26T10:30:00+00:00
0.500000, 2025-11-26T10:30:00+00:00, 2025-11-26T11:00:00+00:00
0.535000, 2025-11-26T11:00:00+00:00, 2025-11-26T11:30:00+00:00
0.564000, 2025-11-26T11:30:00+00:00, 2025-11-26T12:00:00+00:00
0.641000, 2025-11-26T12:00:00+00:00, 2025-11-26T12:30:00+00:00
0.565000, 2025-11-26T12:30:00+00:00, 2025-11-26T13:00:00+00:00
0.563000, 2025-11-26T13:00:00+00:00, 2025-11-26T13:30:00+00:00
0.569000, 2025-11-26T13:30:00+00:00, 2025-11-26T14:00:00+00:00
0.562000, 2025-11-26T14:00:00+00:00, 2025-11-26T14:30:00+00:00
0.565000, 2025-11-26T14:30:00+00:00, 2025-11-26T15:00:00+00:00
0.587000, 2025-11-26T15:00:00+00:00, 2025-11-26T15:30:00+00:00
0.628000, 2025-11-26T15:30:00+00:00, 2025-11-26T16:00:00+00:00
0.678000, 2025-11-26T16:00:00+00:00, 2025-11-26T16:30:00+00:00
0.831000, 2025-11-26T16:30:00+00:00, 2025-11-26T17:00:00+00:00
0.725000, 2025-11-26T17:00:00+00:00, 2025-11-26T17:30:00+00:00
0.581000, 2025-11-26T17:30:00+00:00, 2025-11-26T18:00:00+00:00
0.577000, 2025-11-26T18:00:00+00:00, 2025-11-26T18:30:00+00:00
0.523000, 2025-11-26T18:30:00+00:00, 2025-11-26T19:00:00+00:00
0.491000, 2025-11-26T19:00:00+00:00, 2025-11-26T19:30:00+00:00
0.480000, 2025-11-26T19:30:00+00:00, 2025-11-26T20:00:00+00:00
0.503000, 2025-11-26T20:00:00+00:00, 2025-11-26T20:30:00+00:00
0.624000, 2025-11-26T20:30:00+00:00, 2025-11-26T21:00:00+00:00
0.482000, 2025-11-26T21:00:00+00:00, 2025-11-26T21:30:00+00:00
0.582000, 2025-11-26T21:30:00+00:00, 2025-11-26T22:00:00+00:00
0.580000, 2025-11-26T22:00:00+00:00, 2025-11-26T22:30:00+00:00
0.702000, 2025-11-26T22:30:00+00:00, 2025-11-26T23:00:00+00:00
0.704000, 2025-11-26T23:00:00+00:00, 2025-11-26T23:30:00+00:00
0.655000, 2025-11-26T23:30:00+00:00, 2025-11-27T00:00:00+00:00
0.656000, 2025-11-27T00:00:00+00:00, 2025-11-27T00:30:00+00:00
0.665000, 2025-11-27T00:30:00+00:00, 2025-11-27T01:00:00+00:00
0.670000, 2025-11-27T01:00:00+00:00, 2025-11-27T01:30:00+00:00
0.658000, 2025-11-27T01:30:00+00:00, 2025-11-27T02:00:00+00:00
0.630000, 2025-11-27T02:00:00+00:00, 2025-11-27T02:30:00+00:00
0.658000, 2025-11-27T02:30:00+00:00, 2025-11-27T03:00:00+00:00
0.627000, 2025-11-27T03:00:00+00:00, 2025-11-27T03:30:00+00:00
0.995000, 2025-11-27T03:30:00+00:00, 2025-11-27T04:00:00+00:00
1.050000, 2025-11-27T04:00:00+00:00, 2025-11-27T04:30:00+00:00
0.619000, 2025-11-27T04:30:00+00:00, 2025-11-27T05:00:00+00:00
0.524000, 2025-11-27T05:00:00+00:00, 2025-11-27T05:30:00+00:00
0.451000, 2025-11-27T05:30:00+00:00, 2025-11-27T06:00:00+00:00
0.442000, 2025-11-27T06:00:00+00:00, 2025-11-27T06:30:00+00:00
0.425000, 2025-11-27T06:30:00+00:00, 2025-11-27T07:00:00+00:00
0.426000, 2025-11-27T07:00:00+00:00, 2025-11-27T07:30:00+00:00
0.443000, 2025-11-27T07:30:00+00:00, 2025-11-27T08:00:00+00:00
0.436000, 2025-11-27T08:00:00+00:00, 2025-11-27T08:30:00+00:00
0.760000, 2025-11-27T08:30:00+00:00, 2025-11-27T09:00:00+00:00
0.555000, 2025-11-27T09:00:00+00:00, 2025-11-27T09:30:00+00:00
0.572000, 2025-11-27T09:30:00+00:00, 2025-11-27T10:00:00+00:00
0.623000, 2025-11-27T10:00:00+00:00, 2025-11-27T10:30:00+00:00
0.613000, 2025-11-27T10:30:00+00:00, 2025-11-27T11:00:00+00:00
0.624000, 2025-11-27T11:00:00+00:00, 2025-11-27T11:30:00+00:00
0.613000, 2025-11-27T11:30:00+00:00, 2025-11-27T12:00:00+00:00
0.616000, 2025-11-27T12:00:00+00:00, 2025-11-27T12:30:00+00:00
0.641000, 2025-11-27T12:30:00+00:00, 2025-11-27T13:00:00+00:00
0.620000, 2025-11-27T13:00:00+00:00, 2025-11-27T13:30:00+00:00
0.640000, 2025-11-27T13:30:00+00:00, 2025-11-27T14:00:00+00:00
0.666000, 2025-11-27T14:00:00+00:00, 2025-11-27T14:30:00+00:00
0.654000, 2025-11-27T14:30:00+00:00, 2025-11-27T15:00:00+00:00
0.690000, 2025-11-27T15:00:00+00:00, 2025-11-27T15:30:00+00:00
0.673000, 2025-11-27T15:30:00+00:00, 2025-11-27T16:00:00+00:00
0.679000, 2025-11-27T16:00:00+00:00, 2025-11-27T16:30:00+00:00
0.705000, 2025-11-27T16:30:00+00:00, 2025-11-27T17:00:00+00:00
0.654000, 2025-11-27T17:00:00+00:00, 2025-11-27T17:30:00+00:00
0.710000, 2025-11-27T17:30:00+00:00, 2025-11-27T18:00:00+00:00
0.619000, 2025-11-27T18:00:00+00:00, 2025-11-27T18:30:00+00:00
0.696000, 2025-11-27T18:30:00+00:00, 2025-11-27T19:00:00+00:00
1.158000, 2025-11-27T19:00:00+00:00, 2025-11-27T19:30:00+00:00
1.480000, 2025-11-27T19:30:00+00:00, 2025-11-27T20:00:00+00:00
0.835000, 2025-11-27T20:00:00+00:00, 2025-11-27T20:30:00+00:00
0.835000, 2025-11-27T20:30:00+00:00, 2025-11-27T21:00:00+00:00
1.058000, 2025-11-27T21:00:00+00:00, 2025-11-27T21:30:00+00:00
0.951000, 2025-11-27T21:30:00+00:00, 2025-11-27T22:00:00+00:00
0.961000, 2025-11-27T22:00:00+00:00, 2025-11-27T22:30:00+00:00
0.801000, 2025-11-27T22:30:00+00:00, 2025-11-27T23:00:00+00:00
0.881000, 2025-11-27T23:00:00+00:00, 2025-11-27T23:30:00+00:00
0.853000, 2025-11-27T23:30:00+00:00, 2025-11-28T00:00:00+00:00
0.817000, 2025-11-28T00:00:00+00:00, 2025-11-28T00:30:00+00:00
1.233000, 2025-11-28T00:30:00+00:00, 2025-11-28T01:00:00+00:00
0.921000, 2025-11-28T01:00:00+00:00, 2025-11-28T01:30:00+00:00
0.773000, 2025-11-28T01:30:00+00:00, 2025-11-28T02:00:00+00:00
0.746000, 2025-11-28T02:00:00+00:00, 2025-11-28T02:30:00+00:00
0.814000, 2025-11-28T02:30:00+00:00, 2025-11-28T03:00:00+00:00
1.106000, 2025-11-28T03:00:00+00:00, 2025-11-28T03:30:00+00:00
0.689000, 2025-11-28T03:30:00+00:00, 2025-11-28T04:00:00+00:00
1.183000, 2025-11-28T04:00:00+00:00, 2025-11-28T04:30:00+00:00
0.646000, 2025-11-28T04:30:00+00:00, 2025-11-28T05:00:00+00:00
0.590000, 2025-11-28T05:00:00+00:00, 2025-11-28T05:30:00+00:00
0.572000, 2025-11-28T05:30:00+00:00, 2025-11-28T06:00:00+00:00
0.575000, 2025-11-28T06:00:00+00:00, 2025-11-28T06:30:00+00:00
0.555000, 2025-11-28T06:30:00+00:00, 2025-11-28T07:00:00+00:00
0.555000, 2025-11-28T07:00:00+00:00, 2025-11-28T07:30:00+00:00
0.575000, 2025-11-28T07:30:00+00:00, 2025-11-28T08:00:00+00:00
0.564000, 2025-11-28T08:00:00+00:00, 2025-11-28T08:30:00+00:00
0.755000, 2025-11-28T08:30:00+00:00, 2025-11-28T09:00:00+00:00
0.531000, 2025-11-28T09:00:00+00:00, 2025-11-28T09:30:00+00:00
0.444000, 2025-11-28T09:30:00+00:00, 2025-11-28T10:00:00+00:00
0.469000, 2025-11-28T10:00:00+00:00, 2025-11-28T10:30:00+00:00
0.611000, 2025-11-28T10:30:00+00:00, 2025-11-28T11:00:00+00:00
0.578000, 2025-11-28T11:00:00+00:00, 2025-11-28T11:30:00+00:00
0.564000, 2025-11-28T11:30:00+00:00, 2025-11-28T12:00:00+00:00
0.581000, 2025-11-28T12:00:00+00:00, 2025-11-28T12:30:00+00:00
0.525000, 2025-11-28T12:30:00+00:00, 2025-11-28T13:00:00+00:00
0.532000, 2025-11-28T13:00:00+00:00, 2025-11-28T13:30:00+00:00
0.582000, 2025-11-28T13:30:00+00:00, 2025-11-28T14:00:00+00:00
0.618000, 2025-11-28T14:00:00+00:00, 2025-11-28T14:30:00+00:00
0.585000, 2025-11-28T14:30:00+00:00, 2025-11-28T15:00:00+00:00
0.579000, 2025-11-28T15:00:00+00:00, 2025-11-28T15:30:00+00:00
0.568000, 2025-11-28T15:30:00+00:00, 2025-11-28T16:00:00+00:00
0.574000, 2025-11-28T16:00:00+00:00, 2025-11-28T16:30:00+00:00
0.560000, 2025-11-28T16:30:00+00:00, 2025-11-28T17:00:00+00:00
0.636000, 2025-11-28T17:00:00+00:00, 2025-11-28T17:30:00+00:00
0.663000, 2025-11-28T17:30:00+00:00, 2025-11-28T18:00:00+00:00
0.593000, 2025-11-28T18:00:00+00:00, 2025-11-28T18:30:00+00:00
0.521000, 2025-11-28T18:30:00+00:00, 2025-11-28T19:00:00+00:00
0.495000, 2025-11-28T19:00:00+00:00, 2025-11-28T19:30:00+00:00
0.466000, 2025-11-28T19:30:00+00:00, 2025-11-28T20:00:00+00:00
0.603000, 2025-11-28T20:00:00+00:00, 2025-11-28T20:30:00+00:00
1.328000, 2025-11-28T20:30:00+00:00, 2025-11-28T21:00:00+00:00
0.850000, 2025-11-28T21:00:00+00:00, 2025-11-28T21:30:00+00:00
0.631000, 2025-11-28T21:30:00+00:00, 2025-11-28T22:00:00+00:00
0.633000, 2025-11-28T22:00:00+00:00, 2025-11-28T22:30:00+00:00
0.655000, 2025-11-28T22:30:00+00:00, 2025-11-28T23:00:00+00:00
0.619000, 2025-11-28T23:00:00+00:00, 2025-11-28T23:30:00+00:00
0.622000, 2025-11-28T23:30:00+00:00, 2025-11-29T00:00:00+00:00
0.588000, 2025-11-29T00:00:00+00:00, 2025-11-29T00:30:00+00:00
0.565000, 2025-11-29T00:30:00+00:00, 2025-11-29T01:00:00+00:00
0.623000, 2025-11-29T01:00:00+00:00, 2025-11-29T01:30:00+00:00
0.576000, 2025-11-29T01:30:00+00:00, 2025-11-29T02:00:00+00:00
0.616000, 2025-11-29T02:00:00+00:00, 2025-11-29T02:30:00+00:00
0.631000, 2025-11-29T02:30:00+00:00, 2025-11-29T03:00:00+00:00
0.646000, 2025-11-29T03:00:00+00:00, 2025-11-29T03:30:00+00:00
0.597000, 2025-11-29T03:30:00+00:00, 2025-11-29T04:00:00+00:00
0.602000, 2025-11-29T04:00:00+00:00, 2025-11-29T04:30:00+00:00
0.596000, 2025-11-29T04:30:00+00:00, 2025-11-29T05:00:00+00:00
0.561000, 2025-11-29T05:00:00+00:00, 2025-11-29T05:30:00+00:00
0.532000, 2025-11-29T05:30:00+00:00, 2025-11-29T06:00:00+00:00
0.553000, 2025-11-29T06:00:00+00:00, 2025-11-29T06:30:00+00:00
0.554000, 2025-11-29T06:30:00+00:00, 2025-11-29T07:00:00+00:00
0.561000, 2025-11-29T07:00:00+00:00, 2025-11-29T07:30:00+00:00
0.524000, 2025-11-29T07:30:00+00:00, 2025-11-29T08:00:00+00:00
0.513000, 2025-11-29T08:00:00+00:00, 2025-11-29T08:30:00+00:00
0.504000, 2025-11-29T08:30:00+00:00, 2025-11-29T09:00:00+00:00
0.533000, 2025-11-29T09:00:00+00:00, 2025-11-29T09:30:00+00:00
0.409000, 2025-11-29T09:30:00+00:00, 2025-11-29T10:00:00+00:00
0.410000, 2025-11-29T10:00:00+00:00, 2025-11-29T10:30:00+00:00
0.403000, 2025-11-29T10:30:00+00:00, 2025-11-29T11:00:00+00:00
0.407000, 2025-11-29T11:00:00+00:00, 2025-11-29T11:30:00+00:00
